C:\Users\Acer\OneDrive\Desktop\Self-driving-simulation\simulationData\IMG\center_2021_05_31_11_38_15_235.jpg,C:\Users\Acer\OneDrive\Desktop\Self-driving-simulation\simulationData\IMG\left_2021_05_31_11_38_15_235.jpg,C:\Users\Acer\OneDrive\Desktop\Self-driving-simulation\simulationData\IMG\right_2021_05_31_11_38_15_235.jpg,0,0,0,2.267714E-05
C:\Users\Acer\OneDrive\Desktop\Self-driving-simulation\simulationData\IMG\center_2021_05_31_11_38_15_301.jpg,C:\Users\Acer\OneDrive\Desktop\Self-driving-simulation\simulationData\IMG\left_2021_05_31_11_38_15_301.jpg,C:\Users\Acer\OneDrive\Desktop\Self-driving-simulation\simulationData\IMG\right_2021_05_31_11_38_15_301.jpg,0,0,0,2.282771E-05
C:\Users\Acer\OneDrive\Desktop\Self-driving-simulation\simulationData\IMG\center_2021_05_31_11_38_15_368.jpg,C:\Users\Acer\OneDrive\Desktop\Self-driving-simulation\simulationData\IMG\left_2021_05_31_11_38_15_368.jpg,C:\Users\Acer\OneDrive\Desktop\Self-driving-simulation\simulationData\IMG\right_2021_05_31_11_38_15_368.jpg,0,0,0,2.294808E-05
C:\Users\Acer\OneDrive\Desktop\Self-driving-simulation\simulationData\IMG\center_2021_05_31_11_38_15_437.jpg,C:\Users\Acer\OneDrive\Desktop\Self-driving-simulation\simulationData\IMG\left_2021_05_31_11_38_15_437.jpg,C:\Users\Acer\OneDrive\Desktop\Self-driving-simulation\simulationData\IMG\right_2021_05_31_11_38_15_437.jpg,0,0,0,2.307474E-05
C:\Users\Acer\OneDrive\Desktop\Self-driving-simulation\simulationData\IMG\center_2021_05_31_11_38_15_516.jpg,C:\Users\Acer\OneDrive\Desktop\Self-driving-simulation\simulationData\IMG\left_2021_05_31_11_38_15_516.jpg,C:\Users\Acer\OneDrive\Desktop\Self-driving-simulation\simulationData\IMG\right_2021_05_31_11_38_15_516.jpg,0,0,0,2.325321E-05
C:\Users\Acer\OneDrive\Desktop\Self-driving-simulation\simulationData\IMG\center_2021_05_31_11_38_15_595.jpg,C:\Users\Acer\OneDrive\Desktop\Self-driving-simulation\simulationData\IMG\left_2021_05_31_11_38_15_595.jpg,C:\Users\Acer\OneDrive\Desktop\Self-driving-simulation\simulationData\IMG\right_2021_05_31_11_38_15_595.jpg,0,0,0,2.344242E-05
C:\Users\Acer\OneDrive\Desktop\Self-driving-simulation\simulationData\IMG\center_2021_05_31_11_38_15_663.jpg,C:\Users\Acer\OneDrive\Desktop\Self-driving-simulation\simulationData\IMG\left_2021_05_31_11_38_15_663.jpg,C:\Users\Acer\OneDrive\Desktop\Self-driving-simulation\simulationData\IMG\right_2021_05_31_11_38_15_663.jpg,0,0,0,2.364209E-05
C:\Users\Acer\OneDrive\Desktop\Self-driving-simulation\simulationData\IMG\center_2021_05_31_11_38_15_731.jpg,C:\Users\Acer\OneDrive\Desktop\Self-driving-simulation\simulationData\IMG\left_2021_05_31_11_38_15_731.jpg,C:\Users\Acer\OneDrive\Desktop\Self-driving-simulation\simulationData\IMG\right_2021_05_31_11_38_15_731.jpg,0,0,0,2.379854E-05
C:\Users\Acer\OneDrive\Desktop\Self-driving-simulation\simulationData\IMG\center_2021_05_31_11_38_15_805.jpg,C:\Users\Acer\OneDrive\Desktop\Self-driving-simulation\simulationData\IMG\left_2021_05_31_11_38_15_805.jpg,C:\Users\Acer\OneDrive\Desktop\Self-driving-simulation\simulationData\IMG\right_2021_05_31_11_38_15_805.jpg,0,0,0,2.401592E-05
C:\Users\Acer\OneDrive\Desktop\Self-driving-simulation\simulationData\IMG\center_2021_05_31_11_38_15_875.jpg,C:\Users\Acer\OneDrive\Desktop\Self-driving-simulation\simulationData\IMG\left_2021_05_31_11_38_15_875.jpg,C:\Users\Acer\OneDrive\Desktop\Self-driving-simulation\simulationData\IMG\right_2021_05_31_11_38_15_875.jpg,0,0.0322599,0,0.01264362
